doi,pubmed_id,title,abstract,authors,journal,year
10.1038_s41467-023-41459-4,37716995,Ustilago maydis PR-1-like protein has evolved two distinct domains for dual virulence activities.,"The diversification of effector function, driven by a co-evolutionary arms race, enables pathogens to establish compatible interactions with hosts. Structurally conserved plant pathogenesis-related PR-1 and PR-1-like (PR-1L) proteins are involved in plant defense and fungal virulence, respectively. It is unclear how fungal PR-1L counters plant defense. Here, we show that Ustilago maydis UmPR-1La and yeast ScPRY1, with conserved phenolic resistance functions, are Ser/Thr-rich region mediated cell-surface localization proteins. However, UmPR-1La has gained specialized activity in sensing phenolics and eliciting hyphal-like formation to guide fungal growth in plants. Additionally, U. maydis hijacks maize cathepsin B-like 3 (CatB3) to release functional CAPE-like peptides by cleaving UmPR-1La's conserved CNYD motif, subverting plant CAPE-primed immunity and promoting fungal virulence. Surprisingly, CatB3 avoids cleavage of plant PR-1s, despite the presence of the same conserved CNYD motif. Our work highlights that UmPR-1La has acquired additional dual roles to suppress plant defense and sustain the infection process of fungal pathogens.","Lin YH, Xu MY, Hsu CC, Damei FA, Lee HC, Tsai WL, Hoang CV, Chiang YR, Ma LS.",Nat Commun,2023
10.1093_plcell_koad247,37795691,"NAKED ENDOSPERM1, NAKED ENDOSPERM2, and OPAQUE2 interact to regulate gene networks in maize endosperm development.","NAKED ENDOSPERM1 (NKD1), NKD2, and OPAQUE2 (O2) are transcription factors important for cell patterning and nutrient storage in maize (Zea mays) endosperm. To study the complex regulatory interrelationships among these 3 factors in coregulating gene networks, we developed a set of nkd1, nkd2, and o2 homozygous lines, including all combinations of mutant and wild-type genes. Among the 8 genotypes tested, we observed diverse phenotypes and gene interactions affecting cell patterning, starch content, and storage proteins. From ∼8 to ∼16 d after pollination, maize endosperm undergoes a transition from cellular development to nutrient accumulation for grain filling. Gene network analysis showed that NKD1, NKD2, and O2 dynamically regulate a hierarchical gene network during this period, directing cellular development early and then transitioning to constrain cellular development while promoting the biosynthesis and storage of starch, proteins, and lipids. Genetic interactions regulating this network are also dynamic. The assay for transposase-accessible chromatin using sequencing (ATAC-seq) showed that O2 influences the global regulatory landscape, decreasing NKD1 and NKD2 target site accessibility, while NKD1 and NKD2 increase O2 target site accessibility. In summary, interactions of NKD1, NKD2, and O2 dynamically affect the hierarchical gene network and regulatory landscape during the transition from cellular development to grain filling in maize endosperm.","Wu H, Galli M, Spears CJ, Zhan J, Liu P, Yadegari R, Dannenhoffer JM, Gallavotti A, Becraft PW.",Plant Cell,2023
10.7717_peerj.16193,37849832,"Comprehensive study of serine/arginine-rich (SR) gene family in rice: characterization, evolution and expression analysis.","As important regulators of alternative splicing (AS) events, serine/arginine (SR)-rich proteins play indispensable roles in the growth and development of organisms. Until now, the study of SR genes has been lacking in plants. In the current study, we performed genome-wide analysis on the SR gene family in rice. A total of 24 OsSR genes were phylogenetically classified into seven groups, corresponding to seven subfamilies. The OsSR genes' structures, distribution of conserved domains, and protein tertiary structure of OsSR were conserved within each subfamily. The synteny analysis revealed that segmental duplication events were critical for the expansion of OsSR gene family. Moreover, interspecific synteny revealed the distribution of orthologous SR gene pairs between rice and Arabidopsis, sorghum, wheat, and maize. Among all OsSR genes, 14 genes exhibited NAGNAG acceptors, and only four OsSR genes had AS events on the NAGNAG acceptors. Furthermore, the distinct tissue-specific expression patterns of OsSR genes showed that these genes may function in different developmental stages in rice. The AS patterns on the same OsSR gene were variable among the root, stem, leaf, and grains at different filling stages, and some isoforms could only be detected in one or a few of tested tissues. Meanwhile, our results showed that the expression of some OsSR genes changed dramatically under ABA, GA, salt, drought, cold or heat treatment, which were related to the wide distribution of corresponding cis-elements in their promoter regions, suggesting their specific roles in stress and hormone response. This research facilitates our understanding of SR gene family in rice and provides clues for further exploration of the function of OsSR genes.","Gao R, Lu Y, Wu N, Liu H, Jin X.",PeerJ,2023
10.1101_gr.277459.122,37918960,"miRNA-like secondary structures in maize (&lt;i&gt;Zea mays&lt;/i&gt;) genes and transposable elements correlate with small RNAs, methylation, and expression.","RNA molecules carry information in their primary sequence and also their secondary structure. Secondary structure can confer important functional information, but it is also a signal for an RNAi-like host epigenetic response mediated by small RNAs (smRNAs). In this study, we used two bioinformatic methods to predict local secondary structures across features of the maize genome, focusing on small regions that had similar folding properties to pre-miRNA loci. We found miRNA-like secondary structures to be common in genes and most, but not all, superfamilies of RNA and DNA transposable elements (TEs). The miRNA-like regions map to a higher diversity of smRNAs than regions without miRNA-like structure, explaining up to 27% of variation in smRNA mapping for some TE superfamilies. This mapping bias is more pronounced among putatively autonomous TEs relative to nonautonomous TEs. Genome-wide, miRNA-like regions are also associated with elevated methylation levels, particularly in the CHH context. Among genes, those with miRNA-like secondary structure are 1.5-fold more highly expressed, on average, than other genes. However, these genes are also more variably expressed across the 26 nested association mapping founder lines, and this variability positively correlates with the number of mapping smRNAs. We conclude that local miRNA-like structures are a nearly ubiquitous feature of expressed regions of the maize genome, that they correlate with higher smRNA mapping and methylation, and that they may represent a trade-off between functional requirements and the potentially negative consequences of smRNA production.","Martin GT, Solares E, Guadardo-Mendez J, Muyle A, Bousios A, Gaut BS.",Genome Res,2023
10.1186_s12870-023-04571-7,38030972,Systematic analysis of the Rboh gene family in seven gramineous plants and its roles in response to arbuscular mycorrhizal fungi in maize.,"BACKGROUND: Plant respiratory burst oxidase homolog (Rboh) gene family produces reactive oxygen species (ROS), and it plays key roles in plant-microbe interaction. Most Rboh gene family-related studies mainly focused on dicotyledonous plants; however, little is known about the roles of Rboh genes in gramineae. RESULTS: A total of 106 Rboh genes were identified in seven gramineae species, including Zea mays, Sorghum bicolor, Brachypodium distachyon, Oryza sativa, Setaria italica, Hordeum vulgare, and Triticum aestivum. The Rboh protein sequences showed high similarities, suggesting that they may have conserved functions across different species. Duplication mode analysis detected whole-genome/segmental duplication (WGD)/(SD) and dispersed in the seven species. Interestingly, two local duplication (LD, including tandem and proximal duplication) modes were found in Z. mays, S. italica and H. vulgare, while four LD were detected in T. aestivum, indicating that these genes may have similar functions. Collinearity analysis indicated that Rboh genes are at a stable evolution state in all the seven species. Besides, Rboh genes from Z. mays were closely related to those from S. bicolor, consistent with the current understanding of plant evolutionary history. Phylogenetic analysis showed that the genes in the subgroups I and II may participate in plant-AM fungus symbiosis. Cis-element analysis showed that different numbers of elements are related to fungal induction in the promoter region. Expression profiles of Rboh genes in Z. mays suggested that Rboh genes had distinct spatial expression patterns. By inoculation with AM fungi, our transcriptome analysis showed that the expression of Rboh genes varies upon AM fungal inoculation. In particularly, ZmRbohF was significantly upregulated after inoculation with AM fungi. pZmRbohF::GUS expression analyses indicated that ZmRbohF was induced by arbuscular mycorrhizal fungi in maize. By comparing WT and ZmRbohF mutant, we found ZmRbohF had limited impact on the establishment of maize-AM fungi symbiosis, but play critical roles in regulating the proper development of arbuscules. CONCLUSIONS: This study provides a comprehensive analysis of the evolution relationship of Rboh genes in seven gramineae species. Results showed that several Rboh genes regulate maize-AM fungal symbiosis process. This study provides valuable information for further studies of Rboh genes in gramineae.","Wu F, Zhao M, Zhang Y, Si W, Cheng B, Li X.",BMC Plant Biol,2023
10.1186_s12870-023-04691-0,38163880,Identification and characterization of yellow stripe-like genes in maize suggest their roles in the uptake and transport of zinc and iron.,"BACKGROUND: Yellow Stripe-Like (YSL) proteins are involved in the uptake and transport of metal ions. They play important roles in maintaining the zinc and iron homeostasis in Arabidopsis, rice (Oryza sativa), and barley (Hordeum vulgare). However, proteins in this family have not been fully identified and comprehensively analyzed in maize (Zea mays L.). RESULTS: In this study, we identified 19 ZmYSLs in the maize genome and analyzed their structural features. The results of a phylogenetic analysis showed that ZmYSLs are homologous to YSLs of Arabidopsis and rice, and these proteins are divided into four independent branches. Although their exons and introns have structural differences, the motif structure is relatively conserved. Analysis of the cis-regulatory elements in the promoters indicated that ZmYSLs might play a role in response to hypoxia and light. The results of RNA sequencing and quantitative real-time PCR analysis revealed that ZmYSLs are expressed in various tissues and respond differently to zinc and iron deficiency. The subcellular localization of ZmYSLs in the protoplast of maize mesophyll cells showed that they may function in the membrane system. CONCLUSIONS: This study provided important information for the further functional analysis of ZmYSL, especially in the spatio-temporal expression and adaptation to nutrient deficiency stress. Our findings provided important genes resources for the maize biofortification.","Song Z, Li S, Li Y, Zhou X, Liu X, Yang W, Chen R.",BMC Plant Biol,2024
10.1038_s41598-024-51792-3,38212638,Genomic prediction in multi-environment trials in maize using statistical and machine learning methods.,"In the context of multi-environment trials (MET), genomic prediction is proposed as a tool that allows the prediction of the phenotype of single cross hybrids that were not tested in field trials. This approach saves time and costs compared to traditional breeding methods. Thus, this study aimed to evaluate the genomic prediction of single cross maize hybrids not tested in MET, grain yield and female flowering time. We also aimed to propose an application of machine learning methodologies in MET in the prediction of hybrids and compare their performance with Genomic best linear unbiased prediction (GBLUP) with non-additive effects. Our results highlight that both methodologies are efficient and can be used in maize breeding programs to accurately predict the performance of hybrids in specific environments. The best methodology is case-dependent, specifically, to explore the potential of GBLUP, it is important to perform accurate modeling of the variance components to optimize the prediction of new hybrids. On the other hand, machine learning methodologies can capture non-additive effects without making any assumptions at the outset of the model. Overall, predicting the performance of new hybrids that were not evaluated in any field trials was more challenging than predicting hybrids in sparse test designs.","Barreto CAV, das Graças Dias KO, de Sousa IC, Azevedo CF, Nascimento ACC, Guimarães LJM, Guimarães CT, Pastina MM, Nascimento M.",Sci Rep,2024
10.1038_s41598-024-53129-6,38332029,The germination response of Zea mays L. to osmotic potentials across optimal temperatures via halo-thermal time model.,"The maize (Zea mays L.) is a monocot that is a member of the Poaceae family and a valuable feed for livestock, human food, and raw material for various industries. The halothermal time model determines how plants respond to salt (NaCl) stress under sub-optimal conditions. This model examines the relation between NaClb (g), GR, GP, salinity and temperature stress on germination of seeds dynamics in various crops. Five constant temperatures i.e. 20, 25, 30, 35, and 40 °C and five ψ levels (NaCl concentrations converted to ψ - 0, - 0.2, - 0.4, - 0.6, and - 0.8 MPa) were used in this experiment. In light of the results, the maximum halo-thermal time constant value was recorded at 35 °C temperature, while maximum germination percentage was detected at 30 °C in the controlled condition. Moreover, the lowermost value was recorded at 20 °C at - 0.8 MPa osmotic potential. The highest CAT, APX, and GPX activities were recorded at 15 °C at - 0.8 MPa, while the lowest values were observed for 0 MPa at 30 °C temperature. In conclusion, by employing the halo thermal time model, the germination of maize variety (var.30W52) was accurately predicted for the first time under varying levels of temperature and osmotic potentials.","Amin F, Shah F, Ullah S, Shah W, Ahmed I, Ali B, Khan AA, Malik T, Mustafa AEMA.",Sci Rep,2024
10.1111_tpj.17088,39453608,Expanding the BonnMu sequence-indexed repository of transposon induced maize (Zea mays L.) mutations in dent and flint germplasm.,"The BonnMu resource is a transposon tagged mutant collection designed for functional genomics studies in maize. To expand this resource, we crossed an active Mutator (Mu) stock with dent (B73, Co125) and flint (DK105, EP1, and F7) germplasm, resulting in the generation of 8064 mutagenized BonnMu F2-families. Sequencing of these Mu-tagged families revealed 425 924 presumptive heritable Mu insertions affecting 36 612 (83%) of the 44 303 high-confidence gene models of maize (B73v5). On average, we observed 12 Mu insertions per gene (425 924 total insertions/36 612 affected genes) and 53 insertions per BonnMu F2-family (425 924 total insertions/8064 families). Mu insertions and photos of seedling phenotypes from segregating BonnMu F2-families can be accessed through the Maize Genetics and Genomics Database (MaizeGDB). Downstream examination via the automated Mutant-seq Workflow Utility (MuWU) identified 94% of the presumptive germinal insertion sites in genic regions and only a small fraction of 6% inserting in non-coding intergenic sequences of the genome. Consistently, Mu insertions aligned with gene-dense chromosomal arms. In total, 42% of all BonnMu insertions were located in the 5' untranslated region of genes, corresponding to accessible chromatin. Furthermore, for 38% of the insertions (163 843 of 425 924 total insertions) Mu1, Mu8 and MuDR were confirmed to be the causal Mu elements. Our publicly accessible European BonnMu resource has archived insertions covering two major germplasm groups, thus facilitating both forward and reverse genetics studies.","Win YN, Stöcker T, Du X, Brox A, Pitz M, Klaus A, Piepho HP, Schoof H, Hochholdinger F, Marcon C.",Plant J,2024
10.1093_genetics_iyae037,38469622,Spatio-temporal modeling of high-throughput multispectral aerial images improves agronomic trait genomic prediction in hybrid maize.,"Design randomizations and spatial corrections have increased understanding of genotypic, spatial, and residual effects in field experiments, but precisely measuring spatial heterogeneity in the field remains a challenge. To this end, our study evaluated approaches to improve spatial modeling using high-throughput phenotypes (HTP) via unoccupied aerial vehicle (UAV) imagery. The normalized difference vegetation index was measured by a multispectral MicaSense camera and processed using ImageBreed. Contrasting to baseline agronomic trait spatial correction and a baseline multitrait model, a two-stage approach was proposed. Using longitudinal normalized difference vegetation index data, plot level permanent environment effects estimated spatial patterns in the field throughout the growing season. Normalized difference vegetation index permanent environment were separated from additive genetic effects using 2D spline, separable autoregressive models, or random regression models. The Permanent environment were leveraged within agronomic trait genomic best linear unbiased prediction either modeling an empirical covariance for random effects, or by modeling fixed effects as an average of permanent environment across time or split among three growth phases. Modeling approaches were tested using simulation data and Genomes-to-Fields hybrid maize (Zea mays L.) field experiments in 2015, 2017, 2019, and 2020 for grain yield, grain moisture, and ear height. The two-stage approach improved heritability, model fit, and genotypic effect estimation compared to baseline models. Electrical conductance and elevation from a 2019 soil survey significantly improved model fit, while 2D spline permanent environment were most strongly correlated with the soil parameters. Simulation of field effects demonstrated improved specificity for random regression models. In summary, the use of longitudinal normalized difference vegetation index measurements increased experimental accuracy and understanding of field spatio-temporal heterogeneity.","Morales N, Anche MT, Kaczmar NS, Lepak N, Ni P, Romay MC, Santantonio N, Buckler ES, Gore MA, Mueller LA, Robbins KR.",Genetics,2024
10.1038_s41598-024-57939-6,38531994,Antioxidant production promotes defense mechanism and different gene expression level in Zea mays under abiotic stress.,"The growth and productivity of maize are severely affected by soil salinity. The crucial determinants for the future performance of plants are productive for seed germination and seedling establishment; however, both stages are liable to soil salinity. For grain, maize is an economically significant crop sensitive to abiotic stresses. However, little is known about defense responses by the salinity-induced antioxidant and oxidative stress in maize. In our work, the commercially available maize variety Raka-Poshi was grown in pots for 30 days under greenhouse conditions. To evaluate the salt-induced oxidative/antioxidant responses in maize for salt stress 0, 25, 50, 75, 100 and 150 mM concentrations, treatments were provided using sodium chloride (NaCl). All the biochemical indices were calculated under all NaCl concentrations, while drought was induced by up to 50% irrigation water. After 30 days of seed germination, the maize leaves were collected for the measurement of lipid peroxidase or malondialdehyde (MDA), glutathione reductase (GR), guaiacol peroxidase (GPOD), hydrogen peroxide (H2O2), superoxide dismutase (SOD), lipoxygenase (LOX), catalase (CAT), ascorbate peroxidase (APOD) and glutathione-S-transferase (GST). The results revealed a 47% reduction under 150 mM NaCl and 50% drought stress conditions. The results have shown that the successive increase of NaCl concentrations and drought caused an increase in catalase production. With successive increase in NaCl concentration and drought stress, lower levels of H2O2, SOD, and MDA were detected in maize leaves. The results regarding the morphology of maize seedlings indicated a successive reduction in the root length and shoot length under applications of salt and drought stress, while root-to-shoot weights were found to be increased under drought stress and decreased under salt stress conditions During gene expression analysis collectively indicate that, under drought stress conditions, the expression levels of all nine mentioned enzyme-related genes were consistently downregulated.","Ali Q, Sami A, Haider MZ, Ashfaq M, Javed MA.",Sci Rep,2024
10.1111_pbi.14346,38548388,Linkage and association mapping in multi-parental populations reveal the genetic basis of carotenoid variation in maize kernels.,"Carotenoids are indispensable to plants and critical components of the human diet. The carotenoid metabolic pathway is conserved across plant species, but our understanding of the genetic basis of carotenoid variation remains limited for the seeds of most cereal crops. To address this issue, we systematically performed linkage and association mapping for eight carotenoid traits using six recombinant inbred line (RIL) populations. Single linkage mapping (SLM) and joint linkage mapping (JLM) identified 77 unique additive QTLs and 104 pairs of epistatic QTLs. Among these QTLs, we identified 22 overlapping hotspots of additive and epistatic loci, highlighting the important contributions of some QTLs to carotenoid levels through additive or epistatic mechanisms. A genome-wide association study based on all RILs detected 244 candidate genes significantly associated with carotenoid traits, 23 of which were annotated as carotenoid pathway genes. Effect comparisons suggested that a small number of loci linked to pathway genes have substantial effects on carotenoid variation in our tested populations, but many loci not associated with pathway genes also make important contributions to carotenoid variation. We identified ZmPTOX as the causal gene for a QTL hotspot (Q10/JLM10/GWAS019); this gene encodes a putative plastid terminal oxidase that produces plastoquinone-9 used by two enzymes in the carotenoid pathway. Natural variants in the promoter and second exon of ZmPTOX were found to alter carotenoid levels. This comprehensive assessment of the genetic mechanisms underlying carotenoid variation establishes a foundation for rewiring carotenoid metabolism and accumulation for efficient carotenoid biofortification.","Yin P, Fu X, Feng H, Yang Y, Xu J, Zhang X, Wang M, Ji S, Zhao B, Fang H, Du X, Li Y, Hu S, Li K, Xu S, Li Z, Liu F, Xiao Y, Wang Y, Li J, Yang X.",Plant Biotechnol J,2024
10.1007_s00122-024-04587-z,38578443,Identification of a novel marker and its associated laccase gene for regulating ear length in tropical and subtropical maize lines.,"This study revealed the identification of a novel gene, Zm00001d042906, that regulates maize ear length by modulating lignin synthesis and reported a molecular marker for selecting maize lines with elongated ears. Maize ear length has garnered considerable attention due to its high correlation with yield. In this study, six maize inbred lines of significant importance in maize breeding were used as parents. The temperate maize inbred line Ye107, characterized by a short ear, was crossed with five tropical or subtropical inbred lines featuring longer ears, creating a multi-parent population displaying significant variations in ear length. Through genome-wide association studies and mutation analysis, the A/G variation at SNP_183573532 on chromosome 3 was identified as an effective site for discriminating long-ear maize. Furthermore, the associated gene Zm00001d042906 was found to correlate with maize ear length. Zm00001d042906 was functionally annotated as a laccase (Lac4), which showed activity and influenced lignin synthesis in the midsection cells of the cob, thereby regulating maize ear length. This study further reports a novel molecular marker and a new gene that can assist maize breeding programs in selecting varieties with elongated ears.","Bi Y, Jiang F, Zhang Y, Li Z, Kuang T, Shaw RK, Adnan M, Li K, Fan X.",Theor Appl Genet,2024
10.1093_jxb_erae298,38970454,Root plasticity improves maize nitrogen use when nitrogen is limiting: an analysis using 3D plant modelling.,"Plant phenotypic plasticity plays an important role in nitrogen (N) acquisition and use under nitrogen-limited conditions. However, this role has never been quantified as a function of N availability, leaving it unclear whether plastic responses should be considered as potential targets for selection. A combined modelling and experimentation approach was adopted to quantify the role of plasticity in N uptake and plant yield. Based on a greenhouse experiment we considered plasticity in two maize (Zea mays) traits: root-to-leaf biomass allocation ratio and emergence rate of axial roots. In a simulation experiment we individually enabled or disabled both plastic responses for maize stands grown across six N levels. Both plastic responses contributed to maintaining a higher N uptake, and plant productivity as N availability declined compared with stands in which plastic responses were disabled. We conclude that plastic responses quantified in this study may be a potential target trait in breeding programs for greater N uptake across N levels while it may only be important for the internal use of N under N-limited conditions in maize. Given the complexity of breeding for plastic responses, an a priori model analysis is useful to identify which plastic traits to target for enhanced plant performance.","Lu J, Lankhost JA, Stomph TJ, Schneider HM, Chen Y, Mi G, Yuan L, Evers JB.",J Exp Bot,2024
10.7150_ijbs.11619,26078720,Identification and Characterization of Novel Maize Mirnas Involved in Different Genetic Background.,"MicroRNAs (miRNAs) are a class of small, non-coding regulatory RNAs that regulate gene expression by guiding target mRNA cleavage or translational inhibition in plants and animals. At present there is relatively little information regarding the role of miRNAs in the response to drought stress in maize. In this study, two small RNA libraries were sequenced, and a total of 11,973,711 and 14,326,010 raw sequences were generated from growing leaves of drought-tolerant and drought-sensitive maize seedlings, respectively. Further analysis identified 192 mature miRNAs, which include 124 known maize (zma) miRNAs and 68 potential novel miRNA candidates. Additionally, 167 target genes (259 transcripts) of known and novel miRNAs were predicted to be differentially expressed between two maize inbred lines. Of these, three novel miRNAs were up-regulated and two were down-regulated under drought stress. The expression of these five miRNAs and nine target genes was confirmed using quantitative reverse transcription PCR. The expression of three of the miRNAs and their putative target genes exhibited an inverse correlation, and expression analysis suggested that all five may play important roles in maize leaves. Finally, GO annotations of the target genes indicated a potential role in photosynthesis, may therefore contribute to the drought stress response. This study describes the identification and characterization of novel miRNAs that are the differentially expressed in drought-tolerant and drought-sensitive inbred maize lines. This provides the foundation for further investigation into the mechanism of miRNA function in response to drought stress in maize.","Sheng L, Chai W, Gong X, Zhou L, Cai R, Li X, Zhao Y, Jiang H, Cheng B.",Int J Biol Sci,2015
10.1038_s41598-024-67151-1,39039220,Jasmonic Acid and Salicylic Acid improved resistance against Spodoptera frugiperda Infestation in maize by modulating growth and regulating redox homeostasis.,"Exploring host plant resistance and elevating plant defense mechanisms through the application of exogenous elicitors stands as a promising strategy for integrated pest management. The fall armyworm, a pernicious menace to grain crops in tropical and subtropical regions, stands as a formidable threat due to its capacity for devastation and a wide-ranging spectrum of host plants. There is no literature regarding artificially induced resistance in maize against fall armyworm (Spodoptera frugiperda) by exogenous application of phytohormones. The present investigation was performed to evaluate the role of jasmonic acid (JA) and salicylic acid (SA) on two maize hybrids namely FH-1046 and YH-1898 against fall armyworm. Results showed that plant height, biomass and lengths, fresh and dry weight of root shoot which decreased with armyworm infestation improved with phytohormonal application. JA treatment resulted in a higher increase in all attributes as compared to SA treatment. Improvement in relative water contents, photosynthetic pigments and pronounced levels of phenol and proline accumulation were observed in infested plants after JA treatment. Infested plants recovered from oxidative stress as JA application activated and increased the antioxidant enzyme activity of superoxide dismutase, peroxidase and polyphenol oxidase activity in both FH-1046 and YH-1898 . The oxidative stress reduction in infested plants after JA treatment was also evident from a fair decrease in MDA and H2O2 in both varieties. The SA and JA mediated genes expression was studied and it was found that in FH1046 maize cultivar, JA dependent genes, particularly marker genes PR1 and Lox5 were highly expressed along with TPS10 and BBT12. Whereas SPI, WRKY28, ICS and PAL were shown to be activated upon SA application. Evidently, both JA and SA elicited a robust defensive response within the maize plants against the voracious S. frugiperda, which in consequence exerted a discernible influence over the pest's developmental trajectory and physiological dynamics. A decrease in detoxification enzyme activity of the insects was observed after feeding on treated plants. Moreover, it was recorded that the survival and weight gain of FAW feeding on phytohormone treated maize plants also decelerated. In conclusion, FH-1046 was found to be more tolerant than YH-1898 against fall armyworm infestation and 1 mM JA was more effective than 1 mM SA for alleviation of fall armyworm stress. Therefore, it was inferred that phytohormones regulated redox homeostasis to circumvent oxidative damage and mediate essential metabolic events in maize under stress. To our current understanding, this study is the very first presentation of induced resistance in maize against S. frugiperda with the phytohormonal application (JA and SA).","Kanwal B, Tanwir S, Ahmad F, Ahmad JN.",Sci Rep,2024
10.1016_j.xplc.2024.101046,39118326,CentIER: Accurate centromere identification for plant genomes.,"","Xu D, Yang J, Wen H, Feng W, Zhang X, Hui X, Yue J, Xu Y, Chen F, Pan W.",Plant Commun,2024
10.1186_s12870-016-0919-9,27769176,Genome-wide association analysis of forage quality in maize mature stalk.,"BACKGROUND: Plant digestibility of silage maize (Zea mays L.) has a large influence on nutrition intake for animal feeding. Improving forage quality will enhance the utilization efficiency and feeding value of forage maize. Dissecting the genetic basis of forage quality will improve our understanding of the complex nature of cell wall biosynthesis and degradation, which is also helpful for breeding good quality silage maize. RESULTS: Acid detergent fiber (ADF), neutral detergent fiber (NDF) and in vitro dry matter digestibility (IVDMD) of stalk were evaluated in a diverse maize population, which is comprised of 368 inbred lines and planted across seven environments. Using a mixed model accounting for population structure and polygenic background effects, a genome-wide association study was conducted to identify single nucleotide polymorphisms (SNPs) significantly associated with forage quality. Scanning 559,285 SNPs across the whole genome, 73, 41 and 82 SNPs were found to be associated with ADF, NDF, and IVDMD, respectively. Each significant SNP explained 4.2 %-6.2 % of the phenotypic variation. Underlying these associated loci, 56 genes were proposed as candidate genes for forage quality. CONCLUSIONS: Of all the candidate genes proposed by GWAS, we only found a C3H gene (ZmC3H2) that is directly involved in cell wall component biosynthesis. The candidate genes found in this study are mainly involved in signal transduction, stress resistance, and transcriptional regulation of cell wall biosynthetic gene expression. Adding high digestibility maize into the association panel would be helpful for increasing genetic variability and identifying more genes associated with forage quality traits. Cloning and functional validation of these genes would be helpful for understanding the molecular mechanism of the fiber content and digestibility. These findings provide us new insights into cell wall formation and deposition.","Wang H, Li K, Hu X, Liu Z, Wu Y, Huang C.",BMC Plant Biol,2016
10.3389_fgene.2024.1431043,39399216,Genetic architecture of kernel-related traits in sweet and waxy maize revealed by genome-wide association analysis.,"INTRODUCTION: Maize (Zea mays L.) is one of the most important crops worldwide, the kernel size-related traits are the major components of maize grain yield. METHODS: To dissect the genetic architecture of four kernel-related traits of 100-kernel weight, kernel length, kernel width, and kernel diameter, a genome-wide association study (GWAS) was conducted in the waxy and sweet maize panel comprising of 447 maize inbred lines re-sequenced at the 5× coverage depth. GWAS analysis was carried out with the mixed linear model using 1,684,029 high-quality SNP markers. RESULTS: In total, 49 SNPs significantly associated with the four kernel-related traits were identified, including 46 SNPs on chromosome 3, two SNPs on chromosome 4, and one SNP on chromosome 7. Haplotype regression analysis identified 338 haplotypes that significantly affected these four kernel-related traits. Genomic selection (GS) results revealed that a set of 10,000 SNPs and a training population size of 30% are sufficient for the application of GS in waxy and sweet maize breeding for kernel weight and kernel size. Forty candidate genes associated with the four kernel-related traits were identified, including both Zm00001d000707 and Zm00001d044139 expressed in the kernel development tissues and stages with unknown functions. DISCUSSION: These significant SNPs and important haplotypes provide valuable information for developing functional markers for the implementation of marker-assisted selection in breeding. The molecular mechanism of Zm00001d000707 and Zm00001d044139 regulating these kernel-related traits needs to be investigated further.","Qu J, Yu D, Gu W, Khalid MHB, Kuang H, Dang D, Wang H, Prasanna B, Zhang X, Zhang A, Zheng H, Guan Y.",Front Genet,2024
10.1093_genetics_iyae171,39471330,MegaLMM improves genomic predictions in new environments using environmental covariates.,"Multienvironment trials (METs) are crucial for identifying varieties that perform well across a target population of environments. However, METs are typically too small to sufficiently represent all relevant environment-types, and face challenges from changing environment-types due to climate change. Statistical methods that enable prediction of variety performance for new environments beyond the METs are needed. We recently developed MegaLMM, a statistical model that can leverage hundreds of trials to significantly improve genetic value prediction accuracy within METs. Here, we extend MegaLMM to enable genomic prediction in new environments by learning regressions of latent factor loadings on Environmental Covariates (ECs) across trials. We evaluated the extended MegaLMM using the maize Genome-To-Fields dataset, consisting of 4,402 varieties cultivated in 195 trials with 87.1% of phenotypic values missing, and demonstrated its high accuracy in genomic prediction under various breeding scenarios. Furthermore, we showcased MegaLMM's superiority over univariate GBLUP in predicting trait performance of experimental genotypes in new environments. Finally, we explored the use of higher-dimensional quantitative ECs and discussed when and how detailed environmental data can be leveraged for genomic prediction from METs. We propose that MegaLMM can be applied to plant breeding of diverse crops and different fields of genetics where large-scale linear mixed models are utilized.","Hu H, Rincent R, Runcie DE.",Genetics,2025
10.1371_journal.pone.0199539,29953466,Genome wide association study for gray leaf spot resistance in tropical maize core.,"Gray leaf spot is a maize foliar disease with worldwide distribution and can drastically reduce the production in susceptible genotypes. Published works indicate that resistance to gray leaf spot is a complex trait controlled by multiple genes, with additive effect and influenced by environment. The aim of this study was to identify genomic regions, including putative genes, associated with resistance to gray leaf spot under natural conditions of disease occurrence. A genome wide association study was conducted with 355,972 single nucleotide polymorphism markers on a phenotypic data composed by 157 tropical maize inbred lines, evaluated at Maringá -Brazil. Seven single nucleotide polymorphisms were significantly associated with gray leaf spot, some of which were localized to previously reported quantitative trait loci regions. Three gene models linked to the associated single nucleotide polymorphism were expressed at flowering time and tissue related with gray leaf spot infection, explaining a considerable proportion of the phenotypic variance, ranging from 0.34 to 0.38. The gene model GRMZM2G073465 (bin 10.07) encodes a cysteine protease3 protein, gene model GRMZM2G007188 (bin 1.02) expresses a rybosylation factor-like protein and the gene model GRMZM2G476902 (bin 4.08) encodes an armadillo repeat protein. These three proteins are related with plant defense pathway. Once these genes are validated in next studies, they will be useful for marker-assisted selection and can help improve the understanding of maize resistance to gray leaf spot.","Kuki MC, Scapim CA, Rossi ES, Mangolin CA, Amaral Júnior ATD, Pinto RJB.",PLoS One,2018
10.1111_pbi.14516,39535489,Overexpression of ZmSPS2 increases α/γ-tocopherol ratio to improve maize nutritional quality.,"","Feng F, Yang Y, Yu Q, Lei D, Ye J, Li K, Wang B.",Plant Biotechnol J,2025
